username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
AkbarBacthiar;05/11/2018 13:46;0;0;Gagal adalah masalah kecil namun putus asa adalah masalah yang besa # seninsemangatin;;;#;1,05934E+18;https://twitter.com/AkbarBacthiar/status/1059336191995068417;
teja_wafa;05/11/2018 13:39;0;0;Setiap kali kau jatuh teruslah bangkit Kegigihan & usaha tanpa putus asa kunci kejayaan https://www.facebook.com/story.php?story_fbid=2520972554609958&id=100000917143233 …;;;;1,05933E+18;https://twitter.com/teja_wafa/status/1059334426197442565;
Andi_ZaKi;05/11/2018 13:38;7;10;Ada bbrp aksi 'reaktif' dari pendukung2 petahana di Jatim&Jateng bukan tnp sebab, elektabilitas pak @ prabowo yg mulai menanjak di 'kandang mereka' jelas butuh booster, 'memojokkan' lewat pidato tsb jelas tunjukkan ke-putusasa-an mencari framing yg efektif utk menahan laju PS08,, https://twitter.com/CakKhum/status/1059317585714397185 …;;@;;1,05933E+18;https://twitter.com/Andi_ZaKi/status/1059334241027219456;
raihanasulaiman;05/11/2018 13:38;0;0;Keep strong and bila rasa putus asa, tengok balik muka dhia. Dah sejauh ni awak besarkan dhia, penguat semangat awak and awak kena terus jalankan tanggungjawab awak. Sabar and keep positif;;;;1,05933E+18;https://twitter.com/raihanasulaiman/status/1059334237935915008;
anggit_pange;05/11/2018 13:32;0;0;Klo punya data, kenapa gak bisa lapor polisi? Atau viralkan saja berita ini klo sampeyan sudah putus asa mau lapor ke mana. Nanti hasilnya akan ada orang2 besar yg mau ikut bantu sampeyan.;;;;1,05933E+18;https://twitter.com/anggit_pange/status/1059332619089768448;
rubybudadeo;05/11/2018 13:22;0;0;Ya semogalah reee Jan langsung putus asa gitu ah wkwkw;;;;1,05933E+18;https://twitter.com/rubybudadeo/status/1059329975906529280;
iMikamiTeru;05/11/2018 13:18;0;0;Itu pacar apa orang putus asa. Ko nge gantung in kamu mulu ? Udah putusin aja daripada makan hati # Quotesesat;;;#;1,05933E+18;https://twitter.com/iMikamiTeru/status/1059329058293469184;
Gel0614;05/11/2018 13:16;0;1;Huhu terharu liat ini. Anaknya gak putus asa dan ibunya sabar bangett nungguin anaknya sampe bisa :') pic.twitter.com/h5jL6DNRt8;;;;1,05933E+18;https://twitter.com/Gel0614/status/1059328623453163520;
AnimeTalkID;05/11/2018 13:11;0;0;Keajaiban hanya terjadi pada mereka yang tidak pernah putus asa (Emporio Ivankov -One Piece);;;;1,05933E+18;https://twitter.com/AnimeTalkID/status/1059327277773680640;
Andry08320615;05/11/2018 13:05;0;0;Dan anda yg makin putus asa...;;;;1,05933E+18;https://twitter.com/Andry08320615/status/1059325910204076032;
alarmiclock;05/11/2018 12:57;0;0;Tuhan tidakkan berikan cobaan melebihi kemampuanmu. Ketika putus asa, ingatlah, jk Tuhan memberinya padamu, Dia akan membantumu melewatinya.Alarm Motor 7FC70DAF;;;;1,05932E+18;https://twitter.com/alarmiclock/status/1059323871524925441;
wa_hyuga99;05/11/2018 12:50;0;0;Kegagalan adalah celaka kecil dan putus asa adalah celaka besar;;;;1,05932E+18;https://twitter.com/wa_hyuga99/status/1059322143127662592;
hidaa11;05/11/2018 12:49;0;0;Semangat awal bulan harus membara! Jangan mudah putus asa yah gaes spt lagunya Cakra Khan. Lagunya bs didengerin di http://www.langitmusik.co.id/sharePl.do?playlistId=1780170 … Indah - Akhir Tahun by Hidaa11!! Via @ LangitMusik Download Langit Musik at http://tsel.me/Langitmusik # LMusikAkhirTahun;;@;#;1,05932E+18;https://twitter.com/hidaa11/status/1059321860180066304;
bayuitubeno1;05/11/2018 12:47;7;16;"Curhatan temen gua, mendadak gua netesin air mata, buat siapaun kalian,dimana pun,apapun gendernya yg HIV+ jangan menyerah dengan kehidupan kalian, tetap semangat, raih cita2 kalian, bukan berati kalian putus asa dengan apa yg nimpa kalian, semangat!!! "" :') pic.twitter.com/kDTdzlbv3q""";;;;1,05932E+18;https://twitter.com/bayuitubeno1/status/1059321343596945408;
tv_dakwah;05/11/2018 12:43;20;25;Dan please, jangan putus asa raih rahmat serta kasih sayangNYA. Tidaklah diuji orang beriman, melainkan untuk diberi ganjaran kepadanya, dihapuskan dosa dosanya, serta diangkat martabat dan darjatnya. Bertabahlah saudaraku, jalan tak selamanya berliku....;;;;1,05932E+18;https://twitter.com/tv_dakwah/status/1059320320522256386;
vpratiwi_;05/11/2018 12:41;0;0;Putus asa dalam kehidupan umpama anda mati sebelum hari kematian anda sebenarnya. Dan saya, mati sebelum diperbolehkan mati.;;;;1,05932E+18;https://twitter.com/vpratiwi_/status/1059319849229279232;
dinirah20884867;05/11/2018 12:36;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05932E+18;https://twitter.com/dinirah20884867/status/1059318503079956480;
KittiaKuroKuro;05/11/2018 12:24;0;0;“Tidak ada hal yang menarik dibandingkan menang. Lebih baik menang curang daripada kalah putus asa!” (Hiruma Yoichi - Eyeshield 21 # # Bot;;;# #;1,05932E+18;https://twitter.com/KittiaKuroKuro/status/1059315472582139905;
Ctnk17;05/11/2018 12:22;0;0;Hampir putus asa,hampir mengalah dengan kedaan kerja yang baru 10 bulan. Berbanding kerja tidak membebankan masa kerja dahulu. Tapi Allah itu maha adil. Lagi berat anda kerja lagi dilimpahi rezeki yang tidak diduga. Cpt atau lambat keajiban datang bila bersabar,Dan bukan merungut;;;;1,05932E+18;https://twitter.com/Ctnk17/status/1059315059157954560;
NSMCollection;05/11/2018 12:18;0;0;Buku SURAT UNTUK ORANG YANG PUTUS CINTA mendapat tempat kedua dalam Anugerah Buku Pilihan Pembaca Bukan Fiksyen bagi tahun 2018! . 1) Kau putus cinta dengan manusia? . 2) Kau putus asa… https://www.instagram.com/p/BpyWFelhzP9/?utm_source=ig_twitter_share&igshid=1uxpe81y6wpbz …;;;;1,05931E+18;https://twitter.com/NSMCollection/status/1059313990201995264;
KimDluffy;05/11/2018 12:17;0;1;Jgn putus asa trusskan berjuang;;;;1,05931E+18;https://twitter.com/KimDluffy/status/1059313824040312832;
tv_dakwah;05/11/2018 12:11;5;13;Please, jangan putus asa raih rahmat serta kasih sayangNYA. Tidaklah diuji orang beriman, melainkan untuk diberi ganjaran kepadanya, serta diangkat martabat serta darjatnya. Bertabahlah saudaraku, jalan tak selamanya berliku....;;;;1,05931E+18;https://twitter.com/tv_dakwah/status/1059312161116192768;
dewiayuni_;05/11/2018 12:05;0;1;"Jadi aku harus gimana?"" ""Yaudah sabar aja dulu. Dia sibuk, kau harus paham."" ""Iya udah aku sabar."" ""Jangan dipikiri."" ""Nanti aku udah sabar, tiba-tiba undangan aja yang nyampek."" Waduh, putus asa nih bocah. Sabar. Aku cuma bisa bilang sabar :)""";;;;1,05931E+18;https://twitter.com/dewiayuni_/status/1059310780951101441;
proverblove;05/11/2018 12:04;0;0;Jangan pernah putus asa, selalu berikan yg terbaik yg kamu bisa. Mungkin ada yg membenci kegigihanmu, tapi itu urusan mereka.;;;;1,05931E+18;https://twitter.com/proverblove/status/1059310340536655872;
PraAgus15;05/11/2018 12:03;0;0;Bukan cinta jika mudah putus asa. Karena, cinta tak mampu putus harapan.”▥▥;;;;1,05931E+18;https://twitter.com/PraAgus15/status/1059310281086590976;
iansskanova;05/11/2018 12:01;0;0;1 hal yang membuat kita BAHAGIA adalah KASIH SAYANG 1 hal yang membuat DEWASA adalah MASALAH 1 hal yang membuat kita HANCUR adalah PUTUS ASA 1 hal yang membuat kita MAJU adalah USAHA 1 hal yang membuat kita KUAT adalah DOA Jadi agar hari ini lebih INDAH...;;;;1,05931E+18;https://twitter.com/iansskanova/status/1059309652419067904;
RamdhanRMD;05/11/2018 12:00;0;0;Jika kita gagal hari ini,jangan putus asa karena masih ada hari esok dan seterusnya yang akan mengajak kita menjadi lebih sukses. # BOT;;;#;1,05931E+18;https://twitter.com/RamdhanRMD/status/1059309581879324672;
AEONMallBSDCity;05/11/2018 12:00;0;0;2. Bagi yang belum menang, jangan putus asa ya!. Terus semangat dan berlatih lebih giat lagi untuk menuju kemenangan. # aeonmallbsdcity # farmoftable # choir # competitionpic.twitter.com/IFPux02e5V;;;# # # #;1,05931E+18;https://twitter.com/AEONMallBSDCity/status/1059309499591192577;
AyubDikaSaputra;05/11/2018 12:00;0;0;"Dalam duka pasti ada suka. Jangan menyerah; karena dengan putus asa kita tidak lebih dari pecundang";;;;1,05931E+18;https://twitter.com/AyubDikaSaputra/status/1059309475054505984;
akunkie;05/11/2018 12:00;0;0;Rasa putus asa bukan musibah, tapi merupakan pilihan. # janganberhentibergerak;;;#;1,05931E+18;https://twitter.com/akunkie/status/1059309439868497920;
ellzaai;05/11/2018 11:57;1;0;kita block dia dkt whatsapp, remove dekat instagram. tetiba dia cari kita kat facebook. awak ni memang tak putus asa kan? saya buat apa kat awak?;;;;1,05931E+18;https://twitter.com/ellzaai/status/1059308668074647552;
SyahrulManik4;05/11/2018 11:51;0;1;"Belajarlah untuk tetap Teguh dikala yang lain Rapuh. Tetap rendah hati dikala yang lain Emosi. Tetap semangat dikala yang lain putus asa pic.twitter.com/10oXj2Wlyc""";;;;1,05931E+18;https://twitter.com/SyahrulManik4/status/1059307293630640128;
HerbalUswah;05/11/2018 11:48;0;0;Sakit Maag anda Tak Kunjung Sembuh? Jangan Putus Asa, Solusi Telah Tiba --► # SoyaUswah & # HerbaMaag ◄-- Solusi Atasi Sakit Maag. # InfoSehat # TipsSehat;;;# # # #;1,05931E+18;https://twitter.com/HerbalUswah/status/1059306494082990080;
saifuIhakim;05/11/2018 11:47;0;0;Hidup ni jangan mudah putus asa. Menang kalah adat pertandingan.;;;;1,05931E+18;https://twitter.com/saifuIhakim/status/1059306207792361473;
CakEk_Official;05/11/2018 11:45;3;0;"Dibalik kata udah makan belum?"" Tersirat makna, ""jadian yuk, kamu mau gak jadi pacarku?"". # SeninJempol Banyak cara mencari pacar,yang penting jangan putus asa...... @ rojoterakhir @ aniqkhanpic.twitter.com/kmhiYMqXys""";;@ @;#;1,05931E+18;https://twitter.com/CakEk_Official/status/1059305660658008065;
husssiee;05/11/2018 11:40;0;1;Kabak2 jantung ku meliat.. nasib baik baby bear x putus asa.. https://twitter.com/RV_DoubleS/status/1059137049150709760 …;;;;1,0593E+18;https://twitter.com/husssiee/status/1059304507958472705;
uriseungminie;05/11/2018 11:38;0;0;seungjin membuatku putus asa;;;;1,0593E+18;https://twitter.com/uriseungminie/status/1059303991744462848;
uriseungminie;05/11/2018 11:38;0;0;ngga :( putus asa akutuh ga dpt seungjin jadi yaudah sekalian mau berhenti nyari :((;;;;1,0593E+18;https://twitter.com/uriseungminie/status/1059303928217534465;
GillankBarca;05/11/2018 11:36;0;0;Jangan putus asa ketika masalah tak juga reda. Segala sesuatu pasti ada akhirnya. Terus berusaha dan semua akan indah pada waktunya.;;;;1,0593E+18;https://twitter.com/GillankBarca/status/1059303353044283392;
sohmisoh;05/11/2018 11:35;0;1;Islam mengajarkan kita untuk selalu berusaha, tidak boleh menyerah putus asa dan mengharamkan bunuh diri. Siapa tahu ganti agama bisa jadi solusi buat kami supaya lebih di hormati di negaranya sendiri. @ jokowi @ SBYudhoyono;;@ @;;1,0593E+18;https://twitter.com/sohmisoh/status/1059303056632737792;
NS_Itachi;05/11/2018 11:34;0;0;"Aku mengerti begitu melihat sorot matamu, jangan cepat putus asa kau kuat"" (Naruto)""";;;;1,0593E+18;https://twitter.com/NS_Itachi/status/1059302911656620032;
RobotPuisi;05/11/2018 11:32;0;0;dendam yang mau putus asa seperti langit menusuk sinar mentari;;;;1,0593E+18;https://twitter.com/RobotPuisi/status/1059302533435482112;
SutiahSuyoto;05/11/2018 11:28;0;0;There goes my mind racing Pikiranku berpacu And you are the reason Dan kaulah alasannya That I'm still breathing Aku masih bernafas I'm hopeless now Kini aku putus asa;;;;1,0593E+18;https://twitter.com/SutiahSuyoto/status/1059301378147803137;
AlfredoPanceS;05/11/2018 11:28;0;2;Kau boleh kecewa, tapi jangan putus asa. Kau boleh berkecil hati, tapi jangan mati harapan. Yakinlah semua akan menjadi baik pada saatnya. pic.twitter.com/j2T9iaknRa;;;;1,0593E+18;https://twitter.com/AlfredoPanceS/status/1059301355821555712;
nurafifahjndi;05/11/2018 11:08;2;1;Bagaimana mungkin kau memilih untuk putus asa, sedang perjuanganmu selalu ditemani oleh-Nya. Insya Allah, perjuangan disertai keikhlasan akan berbuah indah. Semangat!;;;;1,0593E+18;https://twitter.com/nurafifahjndi/status/1059296448527785984;
MinatoINDO;05/11/2018 11:06;0;0;"Setiap orang memiliki kelebihan dan kekurangan, jadi jangan putus asa kalau ada yang tdak bisa kamu kuasai"" -Kushina to (Baby) Naruto""";;;;1,0593E+18;https://twitter.com/MinatoINDO/status/1059295833558937600;
ajieteupangestu;05/11/2018 11:04;0;0;Apa sudah habis modal atau putus asa https://twitter.com/TheArieAir/status/1059180228730269696 …;;;;1,0593E+18;https://twitter.com/ajieteupangestu/status/1059295396474716161;
fghiii_;05/11/2018 11:02;0;0;Wkwkwkwk Semangat terus. Meskipun hal seperti itu sangat membuat rasa putus asa muncul;;;;1,05929E+18;https://twitter.com/fghiii_/status/1059294904856174592;
MunshieAbdullah;05/11/2018 10:56;0;0;# RT @ IshamJalil: @ MadiAzmadi @ NajibRazak Terima kasih ke atas maklumbalas. Saya akan terus memperbaiki kelemahan yang ada. Jangan putus asa. Istiqamah selalu. Salam;;@ @ @;#;1,05929E+18;https://twitter.com/MunshieAbdullah/status/1059293366419111936;
azimorphine;05/11/2018 10:52;2;11;Putus asa dalam kehidupan umpama anda mati sebelum hari kematian sebenar anda. # dontgiveup;;;#;1,05929E+18;https://twitter.com/azimorphine/status/1059292236146298881;
hervianaaa;05/11/2018 10:50;0;0;Mereka yang bermimpi hancur karena harapan mereka tak sesuai dengan rencana. Putus asa menjadi kenyataan. Dan ikhlas tak mau lagi di hiraukan. Apa yang terjadi selanjutnya? — Harus ttp semangat dong bep https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM26GC7OYTQP6OLR5RCD43F55J2RWZGY2NFFFMYRBVK2YPSHQOAYUWOPQT3UY7C65IGTZ3JLRHXEKAPBDCBV2TQGPRDDNSSJPDQORN7QRLXGWZ4BI73DLXHUUQLGNDIT3C7XOXT6E2Z6CU7ZS3TPYY2I47GRDX5XPV2BALT47GRM7YYSYZ …;;;;1,05929E+18;https://twitter.com/hervianaaa/status/1059291837800816640;
smkmoeka;05/11/2018 10:45;0;1;Al-Qur'an menjawab semua masalah kita, ketika kita merasa benar-benar dalam keadaan tertekan, terkadang muncul di benak kita, merasa bahwa kita tidak mampu dan merasa putus asa. Mari… https://www.instagram.com/p/BpyLZzsgru6/?utm_source=ig_twitter_share&igshid=pljxohw6563q …;;;;1,05929E+18;https://twitter.com/smkmoeka/status/1059290507510247424;
rlthingy2;05/11/2018 10:45;0;1;/rlt aku udah putus asa bgt, ada yang tau cara ngilangin jerawat bruntusan gak? Tolong;;;;1,05929E+18;https://twitter.com/rlthingy2/status/1059290504737644544;
air_hills;05/11/2018 10:40;0;0;Kita punya bakat, kita potensi, dan kita punya jalan. Jangan Putus Asa. Bila gagal, mungkin itu bukan jalanmu, cari jalan yang lain, ada berjuta jalan untuk SUKSES yang menunggumu!! ~BBoy Cruise~;;;;1,05929E+18;https://twitter.com/air_hills/status/1059289200543973376;
wahyuismanto12;05/11/2018 10:29;0;0;Putus asa akan membuka peluang orang lain mengambil kesuksesan Anda. # semangat;;;#;1,05929E+18;https://twitter.com/wahyuismanto12/status/1059286647936696326;
KistinaKawiem;05/11/2018 10:29;0;0;@ MadiAzmadi @ NajibRazak Terima kasih ke atas maklumbalas. Saya akan terus memperbaiki kelemahan yang ada. Jangan putus asa. Istiqamah selalu. Salam;;@ @;;1,05929E+18;https://twitter.com/KistinaKawiem/status/1059286500788133888;
rbytldwyh;05/11/2018 10:29;0;1;That's why, aku sebenarnya.. Dah berhenti berharap. Bukan putus asa, cuma dah redha. Apa nak jadi, jadilah. Kalau jadi, alhamdulillah. Kalau tak jadi, alhamdulillah. Semua ada hikmah. InsyaAllah.;;;;1,05929E+18;https://twitter.com/rbytldwyh/status/1059286434236923904;
jaeehyunb;05/11/2018 10:27;0;0;/rlt aku udah putus asa bgt, ada yang tau cara ngilangin jerawat bruntusan gak? Atau ada threadnya mungkin? Tolong;;;;1,05929E+18;https://twitter.com/jaeehyunb/status/1059285965074763778;
Beritaindo_1;05/11/2018 10:26;0;0;Ketika kamu telah melakukan semua yg bisa kamu lakukan, Tuhan akan melakukan apa yg tak bisa kamu lakukan. Jangan putus asa!;;;;1,05929E+18;https://twitter.com/Beritaindo_1/status/1059285831632871424;
rlthingy2;05/11/2018 10:25;0;0;/rlt aku udah putus asa bgt, ada yang tau cara ngilangin jerawat bruntusan gak? Atau ada threadnya mungkin? Tolong;;;;1,05929E+18;https://twitter.com/rlthingy2/status/1059285486903025665;
cfuzam;05/11/2018 10:21;0;0;"Repost By alifteega: “DO’A ISTIQAMAH” . Bila kita dah berhijrah, ingat ujian lebih besar akan datang sehinggakan kita rasa nak putus asa. Jadi bila kita diuji,… https://www.instagram.com/p/BpyIiBEF73_gnKH88nE3YHzLQt1MTfH11p_gSU0/?utm_source=ig_twitter_share&igshid=fyyq53zlf9b6 …""";;;;1,05928E+18;https://twitter.com/cfuzam/status/1059284496086908930;
1syamsulariff;05/11/2018 10:10;1;21;Selalu nasihatkan org jgn mudah putus asa kalau kena reject dgn subject bila didekati untuk sekeping potret. Di sini (Albania Macedonia & Kosovo) saya 10 kali berturut2 direject, mungkin atas faktor bahasa & appearance. Jadi tukar kepada mood landscape jelah haha # IkutGerakHatipic.twitter.com/RWXVFVF80k;;;#;1,05928E+18;https://twitter.com/1syamsulariff/status/1059281729511456768;
WetipoYosua;05/11/2018 10:05;0;0;Jangan berkata seperti jangan mudah putus asa lg kamu masih ada masih bisa berjuang lg jangan mudah menyerah sobat;;;;1,05928E+18;https://twitter.com/WetipoYosua/status/1059280594838769664;
safiahsuri;05/11/2018 10:03;0;0;Weh tk tk ni izza pye psl ni dia dok canang ckp ak tak laku kena tggl lepastu ad bibik ni ckp “putus cinta tak apa jgn putus asa cri yg bru “ hahahah;;;;1,05928E+18;https://twitter.com/safiahsuri/status/1059280046081269760;
AyuDjenart;05/11/2018 10:01;0;0;Putus asa adalah butanya pikiran untuk melihat jalan keluar yang masih bertebaran dimana-mana.;;;;1,05928E+18;https://twitter.com/AyuDjenart/status/1059279390104707072;
CallMeEstupido;05/11/2018 10:00;0;0;jangan pernah putus asa,karena di hidupmu masih banyak yg bisa disyukuri;;;;1,05928E+18;https://twitter.com/CallMeEstupido/status/1059279194570407936;
PDwikora;05/11/2018 09:53;0;0;Jangan Putus Asa, Ini Rahasia Akur dengan Mertua – JPNEWS http://jurnalpatrolinews.co.id/berita/read/jangan-putus-asa-ini-rahasia-akur-dengan-mertua …;;;;1,05928E+18;https://twitter.com/PDwikora/status/1059277608259510272;
CokerIrnaldi;05/11/2018 09:51;0;1;jgn putus asa ya achan;;;;1,05928E+18;https://twitter.com/CokerIrnaldi/status/1059277054825222144;
AzizBlackFoot;05/11/2018 09:48;0;0;Cinta yang dikaitkan dengan kepentingan pribadi akan berubah menjadi putus asa # SangInspirator;;;#;1,05928E+18;https://twitter.com/AzizBlackFoot/status/1059276254040350720;
MRayyanIskandar;05/11/2018 09:46;0;0;# RT @ IshamJalil: @ MadiAzmadi @ NajibRazak Terima kasih ke atas maklumbalas. Saya akan terus memperbaiki kelemahan yang ada. Jangan putus asa. Istiqamah selalu. Salam;;@ @ @;#;1,05928E+18;https://twitter.com/MRayyanIskandar/status/1059275671275495430;
ygjenc;05/11/2018 09:44;1;0;Pesan : gua hampir udah mau putus asa sama base yg kasih point nya ngga sesuai dengan jawabannya, lelet nya base karna kebanyakan yg jawab wkwk;;;;1,05928E+18;https://twitter.com/ygjenc/status/1059275166495068160;
michaelmangowal;05/11/2018 09:44;0;0;Jeritan putus asa menghadapi kenyataan masa depan yg suram;;;;1,05928E+18;https://twitter.com/michaelmangowal/status/1059275155556392960;
ThyaaMus_;05/11/2018 09:43;0;0;Jangan mudah putus asa. Kena yakin pada diri sendiri;;;;1,05928E+18;https://twitter.com/ThyaaMus_/status/1059275082193788928;
