username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
afrizalprastya;01/11/2018 21:11;0;0;frieskaJKT48 tetep semangat yah teh jangan pernah putus asa Ganbatte;;;;1,058E+18;https://twitter.com/afrizalprastya/status/1057998442688012288;
WSRini_Ramadhan;01/11/2018 21:06;0;0;Oposisi putus asa... dan putus urat malu;;;;1,058E+18;https://twitter.com/WSRini_Ramadhan/status/1057997257046286337;
Mikas07;01/11/2018 21:05;0;0;Pernah ga sih ngerasa putus asa dalam hidup ini ? Klo iya kira2 apa yang hrus di lakukan ya ? — Sujud pada yg maha kuasa https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM6KADNLAJTLZ7ZCP7D7SLNZN62UYY2Z2KFVGM2QZQKS3PKHYJJQUH4DB7YEV7M2VONS5LPBQLUIORJE2YHVYTSGP7DWJQKLHQ262PLWTESSFJKTQ32DJHHB45JSHQUCTW4TAEP4U4ZTEFXZTDQP72IZ7RDYZFBH5J3BY2F2H7XI5LSES4VFLPHSBO …;;;;1,058E+18;https://twitter.com/Mikas07/status/1057996986853572610;
AA350z;01/11/2018 21:04;0;0;Tuhan takkan berikan cobaan melebihi kemampuanmu. Ketika putus asa, ingatlah, jika Tuhan memberinya padamu, Dia akan membantumu melewatinya...;;;;1,058E+18;https://twitter.com/AA350z/status/1057996694317486080;
_hkamal8;01/11/2018 21:02;0;0;Walaupun diorang pernah hadapi kejatuhan, tapi diorang tak pernah menampakkan perasaan putus asa. Thanks dad, mom;;;;1,058E+18;https://twitter.com/_hkamal8/status/1057996358743810048;
EllangAriaW86;01/11/2018 21:01;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa. # EAW;;;#;1,058E+18;https://twitter.com/EllangAriaW86/status/1057996138639282176;
SangYoon1508;01/11/2018 21:00;0;0;Saya sendiri,hampir 2th mengalami masa2 bully..nangis,marah,kesal,dan putus asa rasanya saat http://itu.Tp saya heran,saya bisa melewati masa2 sulit itu,dan memaafkan semuanya.;;;;1,058E+18;https://twitter.com/SangYoon1508/status/1057995895768150020;
ProfsCailyn;01/11/2018 21:00;0;0;Dan untuk @ dxllcxte @ springsane @ tuorquoise @ MrJeffereyA Maaf belum bisa lanjut ke sesi interview, jangan putus asa yaa! Semangat terus kalau WNC oprec lagi jangan lupa kirim cv kalian lagii ^^;;@ @ @ @;;1,058E+18;https://twitter.com/ProfsCailyn/status/1057995779325931520;
aisyahmarkom;01/11/2018 20:59;0;1;Jangan putus asa menjadi isteri mithali.;;;;1,058E+18;https://twitter.com/aisyahmarkom/status/1057995459598311424;
bungamerahhati_;01/11/2018 20:58;0;2;"Manusia yang kuat ialah manusia yang tak mengenal erti putus asa . Tika dicerca . Ditinggalkan . Walhal itu bukan salahnya, dia tetap bersandar padaNya """"";;;;1,058E+18;https://twitter.com/bungamerahhati_/status/1057995206383955969;
ZetyQistina;01/11/2018 20:57;0;1;Penderitaan jiwa mengarahkan keburukan,putus asa adl sumber kesesatan&kegelapan hati pangkal penderitaan jiwa;;;;1,058E+18;https://twitter.com/ZetyQistina/status/1057995123722674177;
lizasabarina;01/11/2018 20:56;0;0;Jangan putus asa,biarpun apa cobaan yang datang.Letih, memang letih.Jalan terus, layan sahaja.;;;;1,05799E+18;https://twitter.com/lizasabarina/status/1057994675028520960;
ameellhrp;01/11/2018 20:49;0;0;IYAAAA! wkwkw abis udh putus asa banget waktu itu gatau harus kasih makan apalagi:') tp kalo ternyata ada bubur khusus kucing sih yaa bagusan itu pastii. Kasih air minumnya juga sama disedot pake suntikan. Iyaaa diapotik pasti ada kok suntikannya;;;;1,05799E+18;https://twitter.com/ameellhrp/status/1057993010640707584;
ferdianard;01/11/2018 20:47;0;0;Agus tukang putus asa;;;;1,05799E+18;https://twitter.com/ferdianard/status/1057992520141959168;
ZulfaiqMuhammed;01/11/2018 20:44;0;0;"Putus asa biasanya berlaku disebabkan dua perkara, 1. Kerana terlalu mengenang kegemilangan"" masa silam.(feel good & goodest) 2. Kerana terlalu memikirkan masa depan ""sangat"". (too… https://www.instagram.com/p/Bpo8xXegsaR/?utm_source=ig_twitter_share&igshid=3ft99b241gai …""";;;;1,05799E+18;https://twitter.com/ZulfaiqMuhammed/status/1057991694547857408;
azhar1975;01/11/2018 20:41;0;0;I liked a @ YouTube video http://youtu.be/SRbKSmYjIiM?a Eksklusif: Jho Low belum putus asa dapatkan imuniti, minta macam-macam - Tun Daim;;@;;1,05799E+18;https://twitter.com/azhar1975/status/1057991128530739201;
kookiebunbun97;01/11/2018 20:40;0;0;Senderniiiiim sini peluuk jangan putus asa! *Hug*;;;;1,05799E+18;https://twitter.com/kookiebunbun97/status/1057990741224382464;
ThatMeSanji;01/11/2018 20:40;0;0;”Pertempuran akan berakhir begitu mereka putus asa”(Chapter 510) “Sanji” # OnePiece;;;#;1,05799E+18;https://twitter.com/ThatMeSanji/status/1057990653571825664;
novitaningrumk;01/11/2018 20:39;0;0;Jangan, jangan sampai diri mereka larut dibawa perasaan putus asa.;;;;1,05799E+18;https://twitter.com/novitaningrumk/status/1057990558856077312;
pitsee;01/11/2018 20:39;0;0;Hello! Aku (25) dan satya (27) (millenial lah ya?) haha orangtua dari 2 anak, yg pertama umur 1 tahun 10 bulan, yg kedua umur 1 bulan Tau daycare sih udh dr dulu krn teman kami ada yg udh putus asa cari art dan nanny akhirnya nitipin anak di daycare smp punya anak 2 pun;;;;1,05799E+18;https://twitter.com/pitsee/status/1057990540006895617;
Dahlan_Suwarjat;01/11/2018 20:35;0;1;Puncak kegagalan yang sesungguhnya adalah ketika kita memilih untuk menyerah, dan putus asa. Hidup ini pilihan, maka pilihlah untuk bangkit dan tidak tenggelam dalam putus asa ketika kegagalan menghampiri.... https://www.facebook.com/100000284402840/posts/2211277775558348/ …;;;;1,05799E+18;https://twitter.com/Dahlan_Suwarjat/status/1057989521822892033;
afifshahifullah;01/11/2018 20:34;0;1;Naik turun mesti ada, kadang2 silap kita sendiri mudah terpedaya & putus asa...;;;;1,05799E+18;https://twitter.com/afifshahifullah/status/1057989366130257920;
nasefufu;01/11/2018 20:34;0;1;semangaatt!! jangan putus asa, yaa! aku yakin kamu ini orgnya kuat, pasti bisa ngehadapin masalah kayak gini! sehat selalu ya, aku dan jae sayang kamuu pic.twitter.com/4520XOBvRH;;;;1,05799E+18;https://twitter.com/nasefufu/status/1057989145241341952;
Dahlan_Suwarjat;01/11/2018 20:33;0;0;Puncak kegagalan yang sesungguhnya adalah ketika kita memilih untuk menyerah, dan putus asa. Hidup ini pilihan, maka pilihlah untuk bangkit dan tidak tenggelam dalam putus asa ketika kegagalan menghampiri.... https://www.facebook.com/100000284402840/posts/2211276145558511/ …;;;;1,05799E+18;https://twitter.com/Dahlan_Suwarjat/status/1057989129596817408;
JustFansNaruto;01/11/2018 20:32;0;0;“Ada Orang Yang Jauh Lebih kuat yang pernah mengalahkanku! dia orang yang tak pernah putus asa!” – (Neeji);;;;1,05799E+18;https://twitter.com/JustFansNaruto/status/1057988631372021761;
wonwooeunha;01/11/2018 20:30;0;0;"Kita diurutan ketiga aku lupa kalo engga salah cuman kisaran 10% lebih diatas bts sama exo waktu itu. Aku bahkan kayak hampir putus asa ngerasa engga bakal bisa ngasih mereka award itu:) karna perbandingannya jauh banget waktu voting""";;;;1,05799E+18;https://twitter.com/wonwooeunha/status/1057988272155049986;
afzaaqilanur;01/11/2018 20:27;0;1;Moga aku tidak mudah putus asa dalam hidup;;;;1,05799E+18;https://twitter.com/afzaaqilanur/status/1057987482115989504;
rahmat_rahmat14;01/11/2018 20:25;0;0;Bersabar lebih baik Hidup memang penuh lika liku Berfikr positif dan jangn putus asa Lajutkan apa yng memang itu baik buat kita — penuh semangat;;;;1,05799E+18;https://twitter.com/rahmat_rahmat14/status/1057987058361425921;
gnsgvv;01/11/2018 20:23;0;0;Semangat nder,jangan patah semangat ya..itu sgt amat sakit,aku yakin. Tapi jgn pernah putus asa menggapai cita2 mu ya. Maaf aku gabisa kasi saran apa2 tp aku bisa kasi support buat kamu. Semangat!;;;;1,05799E+18;https://twitter.com/gnsgvv/status/1057986513047248898;
wa_hyuga99;01/11/2018 20:20;0;0;Kegagalan adalah celaka kecil dan putus asa adalah celaka besar;;;;1,05799E+18;https://twitter.com/wa_hyuga99/status/1057985848031899656;
fasihahsaidi13;01/11/2018 20:13;0;1;Putus asa bukanlah pilihan, ia adalah cabaran, cabaran untuk kita terus gempur atau undur.;;;;1,05798E+18;https://twitter.com/fasihahsaidi13/status/1057984058628571136;
rendyalsyah;01/11/2018 20:13;0;0;Dari iklan src dapat diketahui bahwa mendekati putus asa agar menjadi pribadi yang Suckseed;;;;1,05798E+18;https://twitter.com/rendyalsyah/status/1057984033089437696;
HarithHakimii;01/11/2018 20:11;0;0;Aku harap aku takkan pernah putus asa kin aku dah letak gula bnyak2 kat hati aku ni supaya tak tawar hahahaha;;;;1,05798E+18;https://twitter.com/HarithHakimii/status/1057983526979612672;
natastasya;01/11/2018 20:11;1;0;Ada kalanya mau mengeluh, mengadu, merasa putus asa. Tp selalu ingat omongan seorang teman, “Udah, perbaiki diri aja. Utamakan diri sendiri dan keluarga dulu. Kalau kalian memang ditakdirkan utk bersama, gmnpun kondisinya kalian pasti akan bersama. Sesederhana itu.”;;;;1,05798E+18;https://twitter.com/natastasya/status/1057983377708445696;
anugrah_o;01/11/2018 20:09;0;0;Kegagalan Anda tidak final, maka jangan putus asa. Sukses Anda juga tidak final, maka janganlah sombong.;;;;1,05798E+18;https://twitter.com/anugrah_o/status/1057983071700496385;
cocoaditya;01/11/2018 20:09;0;0;Karena hidup itu untuk belajar .. belajar dan belajar .. jangan menyerah , jangan mengeluh dan jangan pernah putus asa sampai TUHAN memanggilmu untuk pulang ...;;;;1,05798E+18;https://twitter.com/cocoaditya/status/1057982993405566981;
Barometer_Adv;01/11/2018 20:07;0;0;Peserta OutBound akan dapat belajar pentingnya memiliki jiwa yang tidak mengenal putus asa. http://www.barometeradventure.com/ # outbound;;;#;1,05798E+18;https://twitter.com/Barometer_Adv/status/1057982374590345218;
IkinZalani;01/11/2018 20:02;0;1;boleh. jgn putus asa lagi. ws dia. klau takboleh ws call. klau tak angkat pegi jumpa dia. mana tahu dia nampak usaha kau hati dia lembut.;;;;1,05798E+18;https://twitter.com/IkinZalani/status/1057981086599340034;
pcyoshgf;01/11/2018 20:01;0;0;Hari ini pusing banget huhu aku belom paham sama materi mtk wajib sama kimia hampir putus asa tapi aku mikir lagi masa mau nyerah si!! Terus semangat lagi deh inget exo besok mau comeback huhu alhamdulillah;;;;1,05798E+18;https://twitter.com/pcyoshgf/status/1057980848274735104;
TransvisionID;01/11/2018 20:00;0;0;Michael putus asa ketika sekutu penyihirnya dibantai & usaha untuk memulai kiamat sepertinya tidak mungkin. AMERICAN HORROR STORY:APOCALYPSE S8,jam 9.00pm di FX HD Ch.304 # AHS # FXAsiapic.twitter.com/6V4JA5MNP0;;;# #;1,05798E+18;https://twitter.com/TransvisionID/status/1057980790506688512;
CallMeEstupido;01/11/2018 20:00;0;0;Daun yang jatuh tak pernah menyalahkan angin. Kenapa manusia yg putus asa selalu menyalahkan takdir?;;;;1,05798E+18;https://twitter.com/CallMeEstupido/status/1057980642745446400;
IstiharM;01/11/2018 19:57;0;0;Penderitaan jiwa mengarahkan keburukan,putus asa adl sumber kesesatan&kegelapan hati pangkal penderitaan jiwa;;;;1,05798E+18;https://twitter.com/IstiharM/status/1057979938077270016;
amir_azrul44;01/11/2018 19:55;0;0;Aku amik masa hampir 3 tahun untuk dpt plan aku yg dlu,apa yg kau fikir aku akan putus asa untuk dptkn sesuatu?;;;;1,05798E+18;https://twitter.com/amir_azrul44/status/1057979407502008320;
_irismikayla;01/11/2018 19:53;0;0;Haaa kan . Rasa putus asa pulak;;;;1,05798E+18;https://twitter.com/_irismikayla/status/1057978847260401664;
enchimsutisna;01/11/2018 19:44;0;0;Hey jgn putus asa, hidupmu gk sebatas ortu yg berpisah syg;;;;1,05798E+18;https://twitter.com/enchimsutisna/status/1057976695909568514;
jpnncom;01/11/2018 19:42;0;0;Sertu Hendra Sempat Putus Asa Mencari Kotak Hitam Lion Air # BlackboxLionAirhttp://jpnn.com/news/sertu-hendra-sempat-putus-asa-mencari-kotak-hitam-lion-air …;;;#;1,05798E+18;https://twitter.com/jpnncom/status/1057976056152391682;
yuliaanwar_;01/11/2018 19:41;0;0;Seburuk apapun sekelam apapun masalalu kamu, jangan putus asa dari rahmat Allah. Hidayah itu dijemput bukan ditunggu. Bismillah;;;;1,05798E+18;https://twitter.com/yuliaanwar_/status/1057975831601995777;
syrhrdznn;01/11/2018 19:39;0;4;jangan terlalu kerap downgrade diri. maksud aku, kalau sekali kau gagal, jangan terus putus asa. jangan kau anggap yang kau akan gagal lagi-nanti. kalau kau tak percayakan diri kau, siapa nak percaya ?;;;;1,05798E+18;https://twitter.com/syrhrdznn/status/1057975435965788161;
NellyMaulydina;01/11/2018 19:38;0;0;Tuhan takkan berikan cobaan melebihi kemampuanmu. Ketika putus asa, ingatlah, jika Tuhan memberinya padamu, Dia akan membantumu melewatinya.;;;;1,05798E+18;https://twitter.com/NellyMaulydina/status/1057975064065277952;
redbeans___;01/11/2018 19:37;0;0;Putus asa cari nasi Padang jam segini;;;;1,05797E+18;https://twitter.com/redbeans___/status/1057974850512285696;
mayaoctavia517;01/11/2018 19:36;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05797E+18;https://twitter.com/mayaoctavia517/status/1057974692386992128;
Bahil_Bil;01/11/2018 19:35;0;0;Ada banyak situasi yang memaksa kita down dan putus asa.. Pilihan untuk berhenti dan menyerah menjadi tawaran menarik.. Tetapi, melebihi itu ada banyak alasan agar kita tetap bangkit dan terus bertahan sampai... https://www.facebook.com/100006312465592/posts/2269575849929475/ …;;;;1,05797E+18;https://twitter.com/Bahil_Bil/status/1057974515097985029;
zulfitrah_andi;01/11/2018 19:33;0;0;Jangan putus asa;;;;1,05797E+18;https://twitter.com/zulfitrah_andi/status/1057974025626968064;
pandawa1799;01/11/2018 19:30;0;0;4.pelet bg yg putus asa dl cinta,tp ilmu hikmah trbaik mmpu mnyembuhkan luka&mnambah rasa cinta, http://bit.ly/1O6ydrC;;;;1,05797E+18;https://twitter.com/pandawa1799/status/1057973236489576449;
inibajukuonline;01/11/2018 19:26;0;0;kita dibikin putus asa supaya tau rasanya berhasil sama kaya cinta, patah hati supaya tau bahagianya dicintai.;;;;1,05797E+18;https://twitter.com/inibajukuonline/status/1057972084779798528;
MochSafarudin;01/11/2018 19:25;0;0;Walaupun tidak semua orang bisa meraih sukses. Tapi percayalah, semua orang yang tak pernah putus asa, pasti punya kesempatan untuk SUKSES.;;;;1,05797E+18;https://twitter.com/MochSafarudin/status/1057971999002157056;
mdinarti;01/11/2018 19:10;0;0;Dua kesalahan besar: Menganggap sukses sudah selesai = sombong, dan menganggap sukses tidak mungkin = putus asa;;;;1,05797E+18;https://twitter.com/mdinarti/status/1057968011460497408;
BagusSe63342964;01/11/2018 19:09;0;0;Dua kesalahan besar: Menganggap sukses sudah selesai = sombong, dan menganggap sukses tidak mungkin = putus asa;;;;1,05797E+18;https://twitter.com/BagusSe63342964/status/1057967952962641920;
DedySafutra;01/11/2018 19:07;0;0;Jangan putus asa ketika masalah tak juga reda. Segala sesuatu pasti ada akhirnya. Terus berusaha dan semua akan indah pada waktunya.;;;;1,05797E+18;https://twitter.com/DedySafutra/status/1057967391534047232;
VocaloidVoice;01/11/2018 19:05;0;0;Seorang pria pintar tidak pernah putus asa. # VoVo;;;#;1,05797E+18;https://twitter.com/VocaloidVoice/status/1057966964042153985;
JFN_NarutoU;01/11/2018 19:03;0;0;“Ada Orang Yang Jauh Lebih kuat yang pernah mengalahkanku! dia orang yang tak pernah putus asa!” – (Neiji);;;;1,05797E+18;https://twitter.com/JFN_NarutoU/status/1057966302290096128;
Nov3SalamMaria;01/11/2018 19:00;0;5;Selmat siang. Saya ingin membagi cerita sukacita karena berkat dan kebaikan Bunda Maria melalui Novena 3 Salam Maria. Akhir-akhir ini saya sering sekali merasa putus asa karen melihat kakak saya yg sudah dua... https://www.facebook.com/awamkecilnovena/posts/10156176142239332 …;;;;1,05797E+18;https://twitter.com/Nov3SalamMaria/status/1057965498816704513;
kastuba;01/11/2018 18:51;0;1;Harus selalu semangat Putus asa itu perbuatan setan Semangat terus...... Alloh bersama orang2 yg sabar;;;;1,05796E+18;https://twitter.com/kastuba/status/1057963431452524545;
_SonnyWakwaw;01/11/2018 18:50;0;0;tak mengenal putus asa adalah ciri kesuksesan;;;;1,05796E+18;https://twitter.com/_SonnyWakwaw/status/1057963202510643201;
searchonepiece;01/11/2018 18:50;0;0;Pertempuran akan berakhir begitu mereka putus asa -Sanji;;;;1,05796E+18;https://twitter.com/searchonepiece/status/1057963145438752768;
lulnafist;01/11/2018 18:48;0;0;Pernah ga sih ngerasa putus asa dalam hidup ini ? Klo iya kira2 apa yang hrus di lakukan ya ? — Iya, sering. Ingin nyerah. Tp inget masih banyak yg lebih dibawah tp mereka ttp kuat, inget ada yg harus gue perjuangin, bersyukur adalah sebaikbaiknya cara… https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM2OODHLA4RPQ6LHFZEGS2J7FI2AT5AJKQFZHMSQJRKW6P2EQDINXDKFAU34N7A55YPPSKNTBAUYVANCK4CBTQSNP7GWJC2I65SC23XSD6SC5ISMIPQT2WPGUEJOPBQTLX7HZD5ZEJZTTVT3TJTWR3Q2OAKV2GL3POW5V73NWOVA736C34XNG5XEL2DMIBUXA= …;;;;1,05796E+18;https://twitter.com/lulnafist/status/1057962639626772480;
KampoengAgent;01/11/2018 18:46;0;0;Tuhan takkan berikan cobaan melebihi kemampuanmu. Ketika putus asa, ingatlah, jika Tuhan memberinya padamu, Dia akan membantumu melewatinya.;;;;1,05796E+18;https://twitter.com/KampoengAgent/status/1057961984203714560;
Andri52085334;01/11/2018 18:46;0;0;I liked a @ YouTube video http://youtu.be/NWQ13Y4G0fw?a KETIKA KAMU SEDIH & PUTUS ASA (Video Motivasi) | Spoken Word | Merry Riana;;@;;1,05796E+18;https://twitter.com/Andri52085334/status/1057961976465448960;
daftarUKM;01/11/2018 18:44;0;0;Jangan mudah putus asa ketika kamu dihadapkan pada kegagalan, karena mungkin keberhasilan datang jika kamu mencoba sekali lagi.;;;;1,05796E+18;https://twitter.com/daftarUKM/status/1057961571497009152;
MarsyaSupel;01/11/2018 18:42;0;0;CekTerron SotoAyam PasarBKL Cek JeunYee Semelleah — putus asa;;;;1,05796E+18;https://twitter.com/MarsyaSupel/status/1057961157561106436;
TRIBUNnewsBogor;01/11/2018 18:42;0;0;Cerita Penyelam TNI AL yang Temukan Black Box Lion Air JT610,Sempat Putus Asa karena Banyak Serpihan http://bogor.tribunnews.com/2018/11/01/cerita-penyelam-tni-al-yang-temukan-black-box-lion-air-jt610sempat-putus-asa-karena-banyak-serpihan … lewat @ TRIBUNnewsBogor;;@;;1,05796E+18;https://twitter.com/TRIBUNnewsBogor/status/1057961148203466752;
MarkLeeSayang;01/11/2018 18:34;0;0;PUTUS ASA pic.twitter.com/DnhekKs9IU;;;;1,05796E+18;https://twitter.com/MarkLeeSayang/status/1057959048895619072;
Anbu_FansINA;01/11/2018 18:32;0;0;“Ada Orang Yang Jauh Lebih kuat yangpernah mengalahkanku! dia orang yang takpernah putus asa!” – Neji;;;;1,05796E+18;https://twitter.com/Anbu_FansINA/status/1057958476268240896;
kompascom;01/11/2018 18:31;10;15;"Saya sempat putus asa karena saya lihatnya hanya serpihan, bukan black box. Arus di dasar juga sangat kencang."" http://dlvr.it/QqBPWV""";;;;1,05796E+18;https://twitter.com/kompascom/status/1057958201956564992;
aaliyahijab;01/11/2018 18:30;0;0;Jangan pernah putus asa. karena Tuhan selalu memberimu waktu dan kesempatan. Maka tugas kita adalah berusaha semampu apa yg kamu bisa;;;;1,05796E+18;https://twitter.com/aaliyahijab/status/1057958010599788544;
sbrnrr;01/11/2018 18:23;0;0;Semangat terus pak, jangan putus asa!;;;;1,05796E+18;https://twitter.com/sbrnrr/status/1057956182042730496;
indonew5id;01/11/2018 18:15;0;0;Kisah Pencarian Kotak Hitam Sertu Hendra Penyelam Merasa Putus Asa http://dlvr.it/QqBKbT pic.twitter.com/XVzLsUr9hn;;;;1,05795E+18;https://twitter.com/indonew5id/status/1057954174346813440;
peggy_citra;01/11/2018 18:11;0;0;Hampir putus asa tp malu sama Allah :');;;;1,05795E+18;https://twitter.com/peggy_citra/status/1057953387407233026;
demokrasionline;01/11/2018 18:07;1;2;Cerita Pengangkat Black Box Lion Air JT-610, Sempat Putus Asa, Serpihan Pesawat Dimana-mana http://bit.ly/2AFwGZb;;;;1,05795E+18;https://twitter.com/demokrasionline/status/1057952217951436800;
ASDPHC;01/11/2018 18:02;0;0;Bukan cinta jika mudah putus asa. Karena, cinta tak mampu putus harapan~;;;;1,05795E+18;https://twitter.com/ASDPHC/status/1057951075326582784;
MhmmdAab;01/11/2018 18:01;0;0;Apapun perjuangan anda hari ini pasti akan ada hasilnya. Tetap berusaha, berdoa dan jangan Pernah putus asa. Semangattt # AabbQuotes;;;#;1,05795E+18;https://twitter.com/MhmmdAab/status/1057950778680197120;
_gonjorr;01/11/2018 18:01;1;1;apa hal yg lebih putus asa dari pengharapan? penantian. ya penantian tanpa tau apa yg kita nantikan :');;;;1,05795E+18;https://twitter.com/_gonjorr/status/1057950723730632704;
RamdhanRMD;01/11/2018 18:01;0;0;Bersedih adalah suatu hal yang wajar,tapi jangan sampe kesedihan itu melemahkan hati kita dan bikin kita jadi putus asa. # BOT;;;#;1,05795E+18;https://twitter.com/RamdhanRMD/status/1057950639085387776;
ayamblockwin;01/11/2018 18:00;0;0;Jadi, di tempat gue magang tuh ada anak magang juga, tapi dia di fungsi Sekper, cantik bgt, trus gue lgsg merasa kentank dan putus asa.;;;;1,05795E+18;https://twitter.com/ayamblockwin/status/1057950492863545344;
minashee13;01/11/2018 18:00;0;0;Aku tau kadang mama cape dan putus asa karna harus jadi tulang punggung dan ibu rumah tangga di saat yg bersamaan, tapi sekalipun mama gapernah nunjukin itu didepan kita! Makasih udah selalu tegar, aku sayang mama;;;;1,05795E+18;https://twitter.com/minashee13/status/1057950395295707136;
a_varane;01/11/2018 17:59;0;0;"Kegagalan adalah celaka kecil dan putus asa adlah celaka besar"" # avp""";;;#;1,05795E+18;https://twitter.com/a_varane/status/1057950127522897922;
IsmaNasriman;01/11/2018 17:57;0;0;Beb , bagi tahu member tuu jangan putus asa , insyaAllah ada kesenangan untuk dia di masa hadapan . Be strong;;;;1,05795E+18;https://twitter.com/IsmaNasriman/status/1057949807354892288;
amcay_immer;01/11/2018 17:41;0;2;Ngeri aja sampe kejadian, kenyataan nya mendekati kesana secara yg mabok agama demo mulu ga punya kerjaan, pasukan putus asa kerjanya demo.. # JanganSuriahkanIndonesia;;;#;1,05795E+18;https://twitter.com/amcay_immer/status/1057945716771835904;
Mutiara5Wisata;01/11/2018 17:36;0;0;Kebanyakan orang yg jatuh dalam kesulitan, menghadapi masalah, kegagalan, & Putus asa hanya karena : MARAH. BENAR?;;;;1,05794E+18;https://twitter.com/Mutiara5Wisata/status/1057944526449401861;
risyadnugraha;01/11/2018 17:33;0;0;Jangan putus asa timnas indonesia # KobarkanSemangatGaruda # KemenanganItuDekat;;;# #;1,05794E+18;https://twitter.com/risyadnugraha/status/1057943582361890816;
NIna_azhar;01/11/2018 17:32;0;1;Hahahaha awal naww putus asa. Haha dia tak gay hahahahaha.. Anywy thank you farahin;;;;1,05794E+18;https://twitter.com/NIna_azhar/status/1057943570802331650;
nikenayudya23;01/11/2018 17:31;0;0;Ayoooo jangan putus asa timnas # KobarkanSemangatGaruda # KemenanganItuDekat;;;# #;1,05794E+18;https://twitter.com/nikenayudya23/status/1057943078911131648;
AminSkywalker;01/11/2018 17:30;0;0;jangan putus asa dengan rahmat allah;;;;1,05794E+18;https://twitter.com/AminSkywalker/status/1057943032723460096;
klikdoktercom;01/11/2018 17:30;0;2;Jangan putus asa Bun, kebutuhan nutrisinya tetap bisa terpenuhi kok dengan makanan berikut :) http://ow.ly/vfjy30msf7k # klikDOKTER;;;#;1,05794E+18;https://twitter.com/klikdoktercom/status/1057942909507551232;
petruck_wuzt;01/11/2018 17:29;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05794E+18;https://twitter.com/petruck_wuzt/status/1057942788031954944;
soondreng;01/11/2018 17:25;0;0;Putus cinta bukan berarti harus putus asa & harapan. Tapi putus cinta itu membuat kita harus menjadi pribadi yang lebih dewasa & kuat..;;;;1,05794E+18;https://twitter.com/soondreng/status/1057941587307577344;
IQBAL_Fahmi44;01/11/2018 17:20;0;0;Ingin Menguasai Air Kobokan air sehat.air minum untuk tidak gampang menyerah dan ketidak pastian apalagi putus asa akan berdoa pic.twitter.com/FItPrBqw9R;;;;1,05794E+18;https://twitter.com/IQBAL_Fahmi44/status/1057940529403518977;
MinatoINDO;01/11/2018 17:06;0;0;"Setiap orang memiliki kelebihan dan kekurangan, jadi jangan putus asa kalau ada yang tdak bisa kamu kuasai"" -Kushina to (Baby) Naruto""";;;;1,05794E+18;https://twitter.com/MinatoINDO/status/1057936886704963584;
azrin_solitary;01/11/2018 17:04;0;0;Aku dah putus asa untuk masuk semua kedai jual jeans hari ni mereka kecewakan aku;;;;1,05794E+18;https://twitter.com/azrin_solitary/status/1057936311334580225;
ArdhiTan_MCFC;01/11/2018 17:02;0;0;Jangan pernah putus asa, kesempatan itu selalu ada selama kita yakin dan berusaha;;;;1,05794E+18;https://twitter.com/ArdhiTan_MCFC/status/1057935837684355079;
DTBerdaya;01/11/2018 16:59;0;0;Jangan putus asa dalam dosa, walaupun kita bergelimang di dalamnya. Karena mudah bagi AIIah. Minta ampun saja dengan sungguh-sungguh. http://www.dtberdaya.org/2018/11/01/jangan-putus-asa-dalam-dosa/ …;;;;1,05794E+18;https://twitter.com/DTBerdaya/status/1057935201785901056;
Rizal_2146;01/11/2018 16:58;0;0;# NarutoShippuden “Ada Orang Yg Jauh Lebih kuat yang pernah mengalahkanku! dia orang yg tak pernah putus asa!” – (Neiji);;;#;1,05793E+18;https://twitter.com/Rizal_2146/status/1057934880124821504;
Muchomania;01/11/2018 16:53;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa # muchomania # waralaba_minuman # franchise;;;# # #;1,05793E+18;https://twitter.com/Muchomania/status/1057933672706273280;
zaidrostam;01/11/2018 16:53;125;144;1. Lebih dedikasi (over engage) vs tak peduli 2. Mudah sentap vs tiada perasaan 3. Mudah cemas/kalut vs putus asa & tiada harapan 4. Hilang tenaga vs hilang motivasi/idealisme/harapan 5. Boleh melarat menjadi penyakit gelisah/gusar vs kemurungan Simptom fizikal vs lebih emosi;;;;1,05793E+18;https://twitter.com/zaidrostam/status/1057933597921792002;
mbunkinara;01/11/2018 16:47;0;0;Gagal tes. Gagal dapet kerjaan. Gagal sama pasangan. Gagal sama rencana hidup. Gagal dapet ini dan itu. Apakah semua itu bikin saya marah sama Tuhan lalu putus asa dalam hidup? Nggak. Karena gagal2 itu saya sukses mengantarkan titipanNya mendarat di DUNIA dengan selamat dan sehat;;;;1,05793E+18;https://twitter.com/mbunkinara/status/1057932132092264449;
